排名,公司简称,公司全称,城市,行业,行业排名,轮次,最近融资,累计融资额,投资方,简介
467,小蛋智能空气净化器,深圳小蛋科技有限公司,1,6,29,B轮,2017,33000000,京东金融，悦美网，果壳网，九合创投，猎豹移动，TBP QWan Holdings(HK)Limited，经纬中国，江铜资本,小蛋科技是一家智能空气净化器研发商，旗下产品“小蛋”高0.72米，最大直径半米，顶部用于存放香氛模块，底部是360°出风口，边缘内置环形灯带，可根据空气质量变换颜色。通过风道可以借助风将杂质收集到集尘盒，免去清洗部分。
488,YouMe电子烟,深圳市你我网络科技有限公司,1,6,30,天使轮,2019,73600000,未披露,致力于探索外语教育实践的的创新公司
24,来画,深圳市前海手绘科技文化有限公司,1,7,1,B轮,2017,215000000,启赋资本，头头是道投资，粤商智富基金，雷雨资本，道生壹天使基金，中钊资本，齐心集团，招商银行，新恒利达，第一视频集团，前海创远，深圳市前海中钊资本管理有限公司，智远资本,【关于我们】 2015年7月，深圳市前海手绘科技文化有限公司成立于深圳，旗下品牌——来画是中国首家短视频智能创作营销平台；也是继 Google 之后，全球第二家独立开发出 AI AUTODRAW 智能绘画技术的互联网公司。 作为国内手绘动画视频领域的开创者，来画致力于AI短视频创作平台开发及运营、STEAM教育及来画Story业务，旨在为企业用户提供更加专业高效、创意有趣的AI动画短视频产品及服务。其中，来画Story业务包含了动画视频定制、文旅IP及数字多媒体三项企业服务。 成立三年来，来画已在全国各地开设八家子公司，团队人数超300人。在快速发展的同时，来画也得到了资本市场的认可，融资金额共计超过1.1亿元，并于2018年7月获得了招商银行近亿元的授信。 【我们的产品】 《同道大叔》、《饭局的诱惑》、《三体》，这些超级人气的网络视频节目，都是我们来画参与的相关作品噢~ 摩拜，ofo，欧莱雅......无数名企都是来画的客户，哈哈，你平时看到的小视频就可能是我们来画的出品~ 【我们的团队】 主要由微软、华为、京东、建行总行等大企业人才组建，横跨70后至90后，集激情与稳健于一身。 【薪酬福利】 五天七小时、富有竞争力的薪酬、超长带薪春节假期、硅谷办公环境、早到免费早餐奖励零食等、六险一金、团建旅行、红包洗礼、团队颜值高技术牛、管理扁平化领导nice！办公室位于深圳市南山区科技园核心区5A写字楼大冲商务中心，楼下就是地铁站公交车站！楼下就是地铁站公交车站！楼下就是地铁站公交车站！！！重要的事情说三遍~
46,梦映动漫,广州梦城堡网络科技有限公司,2,7,2,A轮,2017,70000000,启赋资本，启明创投，联想之星，IDG资本，创丰资本,关于我们： 梦映动漫是国内领先的二次元娱乐社交社区及动漫创作平台，秉承“以技术驱动故事创作，用故事创意链接世界”的企业使命，于2017年获得IDG联想、启明创投A轮数千万元融资，目前团队有100+人，平均年龄在26岁。 梦映动漫旗下产品触漫APP作为国内最大的二次元UGC创作社区，深受广大青少年的喜爱，目前已拢聚了数千万新生创作者在这里进行漫画创作、兴趣交流。 我们有： 过硬的管理团队——连续创业经验的海归CEO ，80后与90后高管搭配，兼顾个性、创新与管理。 超有爱的团队氛围——团队90后居多，来自网易、YY、小红书、B站、4399的佼佼者伴你成长。 舒适的工作环境——创意园区工作坏境，开放式办公场地，远离办公楼拥挤的人潮； 加入我们： 我们提供竞争力的薪酬标准、年底双薪，贴心照顾你的钱包； 我们提供六险一金，福利齐全 ，让你工作后顾无忧； 我们提供周末双休、各类带薪假期，劳逸结合嗨翻天； 我们提供上班专车接送，零食饮料咖啡天天有； 我们提供贴心的加班餐补及车补,专业设备健身房，让你远离亚健康； 我们提供年度旅游，各种团建活动，work hard，play hard； 我们还提供生日礼品、婚育礼金、慰问礼金、传统节日礼品及健康体检等； 如果你也梦想着有一天可以改变世界， 如果你也会为向别人传递正能量感到快乐， 如果你也可以从工作奋斗中实现自我价值， 那么就来梦映动漫吧，让我们相遇，让我们一起启航！ 触 漫 官 网：http://www.chumanapp.com
53,格隆汇,深圳格隆汇信息科技有限公司,1,7,3,A轮,2017,203000000,乾明天使投资基金，真如投资，众海投资，隆领投资，中科创资产，老虎证券,格隆汇是一家海外投资研究平台，以互联网众筹研究的方式，为海外证券投资用户提供资讯、研究报告、交易渠道、社交互动等全方位的服务。业务范围主要涉及港股与美股两大市场。
98,图解电影,深圳市蜀黍科技有限公司,1,7,4,A轮,2018,3000000,联创资本，同创伟业，联创永宣,图解电影是一款高清在线图文电影解说手机APP，提供一些热门、经典电影的图文解说等服务。
110,乐播投屏Mobile,深圳乐播科技有限公司,1,7,5,战略投资,2018,95000000,暴龙资本，金沙江创投，金沙江联合资本，博将资本，前海方舟资产，前海母基金，暴龙投资，国广东方，赛马资本，CIBN互联网电视，易合资本,乐播科技是一个多屏互动技术方案提供商，通过无线的方式连接手机与大屏，用户无需安装额外的硬件产品，从游戏录制、网络直播分享、到大屏游戏、商务办公等投屏需求都可以一键投屏到电视。
164,想象传媒,广州市想象文化传媒有限公司,2,7,6,A轮,2018,3000000,寒武创投，创新工场,广州市想象文化传媒有限公司是一家专注于视频产业，以内容创作、IP运营、视频营销为主要业务的公司，创新工场投资，主要作品为《WePeople筑梦者》系列人物纪录影片，可关注微信公众号了解。 WePeople：凝视时代的脸。它将是一个记录时代的视频版人物媒体，在这里能看到一张张鲜活的时代人物脸孔；“WePeople”意译是“我们”，既有搅动社会风云的时代领袖、也有默默前行的平凡人，他们既是社会写照，他们又和我们每一个人相关。 WePeople：意味着媒体、情怀、道义、担当、责任、深度、平台、逼格。 “WePeople”前期的内容以自制纪录片为主，后期逐渐延展内容形态，并逐渐加入授权合作的作品，最后形成平台。 “WePeople”关注的人物领域将有“社会.百态、影视.文化、商业.科技、城市.人文”，并针对不同领域的人物推出“筑梦者、众一、影想、后台、创心+、问道”等栏目和纪录片作品。 聚焦人物的原创短视频，以人为本的内容营销平台，进行人物视频内容定制及传播。 营销业务方向：做最好的视频营销，专注为客户打造品牌专业视频传播计划，原团队是营销界的老司机， 项目很多。 4A公司资深广告人和传媒老司机带你飞的更高。 如果你仍然有梦，欢迎做一个筑梦者。
169,不要音乐,深圳市不要音乐文化有限公司,1,7,7,A轮,2017,77000000,金浦集团，东方富海，峰瑞资本，聚伊投资，FreesFund峰瑞资本，七煋瓢虫，太合音乐集团，七煋瓢虫投资，新浪微博基金，金浦投资，火星文化，金浦基金，新浪微博基金(微创投)，墨白资本，东方富海和新浪微博基金跟投，峰瑞资本和金浦基金领投,2016年3月份成立，我们用新媒体短视频的形式致力于校园音乐人的推广，目标是打造覆盖全国高校的一个音乐网络厂牌。 微信公众号：不要音乐（buyaomusic）
181,掌酷软件,深圳掌酷软件有限公司,1,7,8,A轮,2019,25000000,暂不方便公开，智度股份，和聚百川，赛富投资基金，德睿启源，深圳市惠友创盈投资管理有限公司,掌酷软件是一家手机动画引擎提供商，主要开发手机端动画引擎，致力于为移助厂商、移动用户提供手机动态产品，运用自主研发的UI动画引擎，实现各种动态效果，包括动态锁屏、动态主题、动态壁纸等UI产品。
185,军武科技,深圳市修缘阁文化传播有限公司,1,7,9,B轮,2019,90500000,真成投资，真格基金，IDG资本,军武科技是一家军事领域自媒体内容提供商，公司专注于军事领域，为用户提供军事新闻、原创军事评论、军事科技、军事小说、军品装备等全方位的军事内容，致力于为军事爱好者提供了解军事信息的平台。
192,iH5,深圳市世云新媒体有限公司,2,7,10,B轮,2018,12000000,创业之路咖啡，朗玛峰创投，中暨股权投资，同方厚持,iH5.cn是深圳市世云新媒体有限公司旗下的一款HTML5编辑工具，能帮助设计师，运营编辑，市场人员等可视化完成所有交互设计工作，完全零代码实现微信H5宣传页面，公司网站，小游戏，交互视频等作品。
202,麦格尼菲传媒,广州麦格尼菲文化传媒有限公司,2,7,11,B轮,2018,33000000,安芙兰资本，博远创业，56网，周娟,互联网内容出品方、发行方和营销方。团队成员均是网易、56网资深节目制作团队。核心主创曾经打造过互联网首档高人气网络综艺脱口秀节目《微播江湖》，节目总播放量突破32亿。创意节目系列：网络爆笑吐槽脱口秀《女王驾到》、互联网“全风格”迷你喜剧《有梗》、热门笑料明快动画《江湖小点心》、互联网首档年轻创业新贵微纪录片《折腾吧骚年》。
227,嘉宾传媒,深圳嘉宾传媒有限公司,1,7,12,Pre-A轮,2017,36000000,吴声，科大讯飞，奥飞动漫，奥飞娱乐，阎焱，李斌，安徽科大讯飞信息科技股份有限公司，深创投，深创投等，同创伟业，毛大庆,嘉宾传媒成立于2016年4月，由传媒人吴婷和近30名知名企业家、投资人共同发起的财经新媒体，连结影响力人物、分享有价值信息。以信任为纽带、以媒体为载体，嫁接商学院、投融资平台，打造上市公司、企业家、投资人等互利共赢之平台。
236,闪光APP,深圳市星炫科技有限公司,1,7,13,A轮,2018,13000000,启明创投，青锐创投，德迅投资,超能界是一款真人特效短视频拍摄APP，可以帮助用户拍摄各种特效视频，特效包括原创漫画角色及其技能素材等，深圳市星炫科技有限公司旗下产品。
280,寻材问料,深圳市赛瑞产业研究有限公司,1,7,14,B轮,2018,0,北京程铂瀚创投，启赋资本，西藏科鑫创业投资合伙企业（有限合伙），华强资本，天赋台（上海）新材料科技有限公司,新材料在线是一个新材料行业垂直媒体及创投平台，平台内为用户提供有关于新材料行业的资讯、报道，并且设立创投版块，为新材料领域创投和创客提供专业的对接服务。同时平台内提供行业研究报告、活动资讯等内容。
299,珠海布卡,珠海布卡科技有限公司,3,7,15,B轮,2015,200000000,奥飞娱乐，君联资本，景林资产，七弦股权投资,布卡漫画是一款手机看漫画的软件，珠海布卡科技有限公司旗下产品。
326,异次元通讯,广州睿果信息科技有限公司,2,7,16,天使轮,2018,22500000,道生投资，同道齐创，道昇投资，青松基金，心动网络股份有限公司，和飞基金，知本投资，志拙资本,银时信息是一家二次元短视频社区提供商。用户可以在平台上发表自己有关于二次元的内容，包括文字、照片、短视频等，也可以在平台上查看、评论其他用户发布的二次元内容。此外，该公司旗下还拥有文字冒险游戏“异次元通讯”、颜文字输入法“次元颜文字”。
334,泰捷软件,深圳市泰捷软件技术有限公司,1,7,17,B轮,2013,33000000,创业工场VenturesLab，创新工场，腾讯，吉京富投资，腾讯投资,深圳市泰捷软件技术有限公司是专注于Android平台的服务商，提供OEM厂商turn-key产品方案、为运营商提供互动电视运营方案等，旗下产品有泰捷视频、泰捷手机遥控等。
345,小鹅（小鹅通）,深圳小鹅网络技术有限公司,1,7,18,A轮,2017,30000000,喜马拉雅FM，头头是道投资，头头是道，头头是道投资基金，喜马拉雅文化基金，洛可可投资，新榜,小鹅通是知识服务与社群运营的SaaS云平台，主要帮内容创业者解决在内容变现过程中的内容呈现、用户管理、销售管理等技术问题，为内容创业者打造付费体系，同时提供用户数据分析、社群运营等服务。
359,互娱网络,深圳互娱网络科技有限公司,1,7,19,A轮,2017,33000000,盈峰资本，联润东方股权投资，盛山资产，河北先创，盈信德诚，雷雨资本,WEFANS（微粉）是一个专注于为明星艺人提供官方会员制俱乐部建设及运营的产品和服务的机构。深圳互娱网络科技旗下产品。
371,Ringdoll,深圳市御座文化发展有限公司,1,7,20,A轮,2018,60000000,同创伟业，元气资本,御座文化是一家二次元IP研发及手办玩具开发商，研发自有IP，并和国内外的IP生产方进行授权合作，开发制作BJD高端玩偶、扭蛋、抱枕等IP衍生品，旗下BJD品牌有Ringdoll和Ringtoys。
374,GIGadgets,深圳引线传媒科技有限公司,1,7,21,B轮,2018,30000000,国中创投，飞马资本，极客帮创投，浩方创投，君联资本,GIGadgets是一个美国市场消费科技短视频制作自媒体，该平台专注于美国市场，主要围绕科技新品制作短视频，每日通过社交平台发布1-2个作品，帮助科技产品大流量曝光，同时，平台还支持用户直接购买产品。
382,云势科技,广州市云势信息科技有限公司,2,7,22,A+轮,2018,83700000,东方富海，数智匠人，华软投资，斯道资本，三行资本，中信信诚,专注于品质化高端网站的设计及构建，网络互动的体验，以及在手机等移动端的优质呈现。 提供一站式服务，从网站品牌规划、交互设计、视觉设计、动效创意，到程序开发、运营维护。在网络信息的海洋中，构建更具吸引力和品牌感的标杆型网站。我们拥有首屈一指的专业技术团队， HTML5，CSS3等最新技术的运用，创造全新的高品质浏览感受。
397,合纵文化集团,深圳市合纵文化发展有限公司,1,7,23,天使轮,2018,115800000,李华宾，沈海争，鸥翎投资，创大资本,合纵文化是一家综合性音乐文化产业集团，业务范围涉及连锁酒吧、连锁KTV、商业地产、物流、影音制作、软件开发等，已形成覆盖音乐原创、音乐教育、艺人输出、影音制作、音乐线上研发的全产业链条。同时公司利用旗下拥有音乐基地音乐星工厂，签约多位歌手艺人，为其提供艺人经纪服务。已打造出“苏荷”、“本色”、“台北纯K”、“合纵音乐学院”等多个娱乐品牌。
411,木棉说,深圳木棉说科技股份有限公司,1,7,24,A轮,2019,30000000,得盛投资,木棉说是一家基于互联网大数据为女性用户提供全方位的知识服务平台，旗下已拥有2000万微信粉丝的新媒体矩阵，同时为业界客户提供品牌传播、活动策划、新媒体营销解决方案，基于“知识让女性更美”的理念，为全方位提升当代女性人格魅力和成长，提供有价值、有态度的产品而不懈努力，隶属于深圳木棉说科技股份有限公司 。
433,鸽叽,合鸟科技（深圳）有限公司,1,7,25,A轮,2018,200000000,真格基金，无量资本,鸽叽是一款主播视频直播软件，APP会精简直播内容，让用户在短时间内即可查看主要部分内容，并且APP会利用智能算法，结合用户的使用习惯，采用大数据和智能算法技术，为用户智能推荐符合口味的主播视频。APP内直播内容涉及娱乐、游戏等多个方面。
434,百漫文化,广州百漫文化传播有限公司,2,7,26,A轮,2019,30000000,坚果资本，腾讯，腾讯投资,百漫文化传播有限公司组建于2016年1月，是香港主板上市公司百奥家庭互动（HK2100）旗下控股机构， 百漫专注于网络动漫IP的孵化与整合运营，在互联网漫画端，拥有长、短篇漫画脚本开发、绘制创作、 全平台发布等专业队伍，在长篇动画与动画电影端，拥有从剧本开发、导演团队、 全程制作团队；自身具备了动漫IP全环节内容输出的原创能力。 百漫旗下拥有《西行纪》、《造物法则》和《绝行者》系列三部深受读者追捧的S级漫画。 其中，《西行纪》于2016年7月荣获2016年度CCG EXPO“最佳网络连载漫画”奖项。 而百漫于2016年10月荣获“广州动漫行业协会副会长单位”称号。 百漫依托百奥家庭互动多年在游戏行业、电影行业的积累，整合了众多游戏、影视、电影等优质合作方， 将合作开发自身IP的页游手游、长篇影视、大电影项目，进一步把动漫IP推向全方位大IP内容输出。 百漫自身拥有成熟的授权与招商团队，除了自身漫画、动画内容的植入广告招商， 百漫还独家代理了部分优质ACG内容（动画、漫画、游戏）的植入广告运营权， 与众多国内外一线品牌保持长期服务关系，力争成为国内优秀的ACG植入内容运营商。
445,爱豆,深圳市爱豆网络技术有限公司,1,7,27,B轮,2016,30000000,唯嘉资本，盛景嘉成投资，原子创投，宝璋投资，泽厚资本，经纬中国，牛蜂网络，重庆盛美股权投资基金管理有限公司,爱豆网络成立于2013年，公司创始成员来自知名互联网公司和娱乐公司，有着非常丰富的研发和运营经验。。同时，“爱豆”与大量艺人和娱乐公司建立了深厚的合作关系，为后者提供包括艺人宣发、粉丝运营、衍生产品开发等在内的服务。 公司成立以来共获得来自经纬中国、盛景嘉成、原子创投等7家机构的4轮融资，入选36氪最具爆发力公司TOP10，2018深圳独角兽&准独角兽榜单。
461,小步网络,深圳小步网络科技有限公司,1,7,28,B轮,2018,123700000,SIG及启明等知名机构共同投资，零一创投，普华资本，B+轮融资：oppo领投,小步网络是一家新闻资讯阅读应用开发商，开发了“VN Ngày Nay”APP，以东南亚地区为主要市场，基于3算法为用户提供个性化新闻资讯推荐与阅读服务，包括娱乐、社会、法律、爱情等多领域内容。
470,4Fun APP,星云汇智（珠海）科技有限公司,3,7,29,Pre-A轮,2018,10000000,坚果资本，东方富海,4Fun APP是一款针对印度市场的短视频应用，应用主要为印度用户提供短视频拍摄、制作，以及分享、下载等功能，用户可以在平台上观看感兴趣的短视频内容，还可以与其他用户进行交流等。
497,知识圈,深圳市哈库网络有限公司,2,7,30,Pre-A轮,2018,48000000,好未来，云天使基金,知识圈是一个互联网学习目标管理平台，专注于知识变现服务领域，通过提供课程互动、内容沉淀、直观分析等技术和方法，让用户能在微信上有效组织内容和受众，同时进行变现。
6,画啦啦少儿美术课堂,广州六一信息科技有限公司,2,8,1,B轮,2019,270000000,经纬美创，真格教育基金，蓝象资本，启明创投，真格基金，经纬中国，好未来,画啦啦少儿美术课堂是一个儿童课堂教学服务提供商，教研团队借鉴国内外前沿少美教育理念，与32个一线城市实地调研，结合数百个家庭真实体验的测试结果，制定贴合孩子天性的课程大纲及教学方式。针对5~12岁儿童家庭，提供全国四大美院名师一对一课后辅导服务。
7,森季,广州森季软件科技有限公司,2,8,2,A轮,2017,79000000,金沙江创投，高榕资本，朱啸虎,荔枝微课是一个基于微信公众号的知识培训平台，专注于把知识精炼出来，供大家学习，致力于通过包装将导师打造成知识分享平台的“网红”。
8,启合科技,广州启合科技有限公司,2,8,3,A轮,2018,41400000,熊猫资本，纪源资本，红杉资本，正念资本，一号公路资本，微光创投,作文纸条是一个K12作文辅导平台，平台包括每日佳句、佳句解析、文段练笔、长文素材等板块，每天为用户推送简短的作文素材语句，辅以用法解析、文段练习功能，并围绕作文的积累、写作和应试三大场景，帮助学生提高文学素养，提升作文成绩。
11,编玩边学,深圳市编玩边学教育科技有限公司,1,8,4,B轮,2018,130800000,讯飞云创，君联资本领投，泰亚鼎富，科大讯飞，君联资本，安徽科大讯飞信息科技股份有限公司,编玩边学是一个青少年编程教育服务商，专注于为7-16岁青少年提供在线编程教育服务，采用“哈克尼斯圆桌小班”教学模式，课程包括图形编程、代码编程和算法编程等，同时搭建了编程内容社区“编程少年”，为用户提供编程课程、在线答疑、互动交流等服务，致力于培养孩子的编程思维和创新与创造能力。
14,VIPThink 豌豆思维,广东快乐种子科技有限公司,2,8,5,A轮,2019,233500000,乐元素，DCM资本，创新工场,豌豆思维是一家智能互动教育服务提供商，专注于3-9岁儿童数理逻辑思维能力开发训练，采用6人为一组在线直播小班课的形式，打破地域、时间限制，并将科学的教学体系与游戏化知识探索融入到强互动的课件中，改变传统刻板的学习方式，顺应该年龄阶段身心发展的特点，帮助提高学生的学习效率。此外平台将学习数据云端化，结合独家研发的评测系统，实现学习定制化和因材施教。
38,刺猬 CIWEI,深圳刺猬教育科技有限公司,1,8,6,A轮,2019,60000000,容铭资本，东方富海，国金投资,刺猬教育是一个大学生实习实践及在线教育平台，旗下拥有求职平台“刺猬实习”、青年实践平台“刺猬体验”、个性化求职辅导培训平台“刺猬学院”三大产品，并含有刺猬小程序，可以为大学生及职场用户提供职业机会、趣味体验及培训课程等服务。
67,阿童木机器人,深圳开锐教育科技发展有限公司,1,8,7,A轮,2019,62480000,深创投，雅瑞资本（领投），华兴Alpha（财务顾问），海达投资,广州开锐教育科技有限公司广州开锐教育科技有限公司（简称开锐教育），成立于2014年03月27日，公司总部位于广州。经过5年的高速发展，开锐教育在广州、深圳、长沙、南京等城市拥有超过10个直营校区，在职员工400多人。业务体系涵盖职称评审、职业资格培训和少儿STEM教育等不同领域。开锐教育专业和优质的服务赢得了众多学员的信赖与好评，获得了网易金翼奖2017年度信赖职业教育品牌、2018年度知名职业教育品牌、腾讯网2018年度社会信赖职业教育品牌等荣誉。在互联网+的时代背景下，融合了3和大数据，在美国尔湾成立了研发中心，用于大力支持国内教研体系的研发。同时，开锐教育开发的职业教育APP，将直播、教务、咨询整合成为闭环，在产品和研发上投入了大量的精力。作为精英职业教育品牌，我们希望能持续推动教育创新，引领教育咨询行业发展，成为教育行业富有生命力的独角兽！目前开锐教育的业务体系涵盖职称评审、职业资格培训和少儿STEM教育等不同领域，产品从少儿机器人、编程到成人的工科职业类培训，覆盖了工科领域从3岁到45岁阶段的课程。针对职业教育板块，构建学员、师资、机构各个服务环节的生态系统，通过大数据实现智能推送，建成一个集高质量教学素材和学习资源库于一体的规范体系。帮助在职人员提高职场竞争力，为社会培养高素质职场人员。针对少儿STEM教育，配备了海内外博士主导的核心研发团队，打造了科学的STEM教育课程体系，形成了三位一体的3课程学习生态系统。开锐教育会创造出更多契合人性特征的教研、教学工具，使教学内容多媒体化，让学习更有效。（公司官网：http://www.51cedu.com/）经营理念：教育者，非为已往，非为现在，而专为将来！企业愿景：成为教育行业富有生命力的独角兽。公司使命：让教育提升国民素养，使人才推动社会进步！企业价值观：务实进取，开拓创新，多元融合，匠心传承。【总部地址】广州市天河区燕岭路113号燕塘大厦5楼（地铁3号线燕塘站）天河办事处：广州市天河区燕岭路89号燕侨大厦1306室番禺办事处：广州市番禺区光明北路233号汇强大厦4084室深圳校区：深圳市福田区深南中路2070号电子科技大厦C座20楼B-1长沙校区：长沙市芙蓉区芙蓉广场湘域国际中心1805【招聘电话】罗小姐：*****吴小姐：*****招聘微信：*****查看全部
77,小伴龙,深圳有伴科技有限公司,1,8,8,B轮,,60000000,奥动投资，东方富海，铜陵耕深创投，奥飞动漫，前海梦创空间，好未来,有伴网是一家早教产品研发制造商，主要为用户提供儿童歌曲、儿童故事、儿童舞蹈、儿歌视频大全、儿童小游戏等早教产品，并通过益智游戏、绘画教学及益智动画等服务帮助用户开发孩子的潜力。
88,代码星球教育,广州代码教育科技有限公司,2,8,9,天使轮,2019,30000000,天奇创投，阿米巴资本，红杉资本，红杉资本，VIPKID，闯先生,代码星球/蟹壳教育专为4-15岁少年儿童提供机器人和编程等前沿科技素质培训。致力于提高学生对3的理解，锻炼学生的设计3规则能力、思维能力和问题创造力。结合PPBL项目式教学和STEM教育理念。是教育巨头卓越教育的战略伙伴，公司正处快速发展阶段，已建立与多家知名教育机构和名校的长期合作。
207,采贝教育,深圳采贝教育科技有限公司,1,8,10,B轮,2018,13800000,清控银杏，乐搏资本，深圳盈之杰资本，粤商智富基金，前海力汇，深圳修能资本，赛马资本，光毅辰新投资，齐心集团,作为传统业务起家的新兴互联网公司，公司于2018年5月完成A+轮融资，新颖的商业模式已获得资本方的无限关注。 如果你缺一份工作，如果你年轻，如果你仍想为梦想奋斗，如果你和我们的方向相同，那么来采贝吧，这里有你想要的一切。 我们能为你提供，不逊于同行的薪资，让你快速发展的平台，以及融洽的工作环境，如果你行，下一个合伙人，也许就是你！ 【关于公司】 深圳采贝（深圳思创远大企业管理咨询有限公司）是集线上和线下于一体的综合性教育行业服务机构，将公司大力发展 “互联网+教育”作为公司战略目标，经过10年的行业深耕，现业务涵盖行业研究、人才培养体系建设、课程体系搭建、微课程研发制作、移动学习平台开发等多个领域，目前旗下拥有深圳前海思创金融研究院、深圳思创培训中心、深圳采贝科技有限公司三家全资子公司。 深圳前海思创金融研究院正式成立于2015年，依托于深圳前海深港现代服务业合作区（简称“前海新区”）的规划与发展，专注于教育行业发展研究、培训体系研究、岗位胜任力研究、微课程研发、移动学习平台研发等，同时为思创远大提供专业的技术支撑。 目前旗下的移动学习平台“采贝”正马不停蹄的奔向各大行业标杆企业，如深圳地铁、深圳机场、广州地铁、海南航空、深圳燃气集团、国家质检总局（前）、出入境口岸、中国中车、柳工机械、江西燃气、北京燃气、湖北烟草、晶科能源、富士康、富德生命人寿、平安集团、安信证券、国信证券、平安证券、长城证券、无极限、粤海酒店、特发集团、华南城、中海油……得到企业的一致认可！ 【关于团队】 1、实力雄厚的技术团队 由腾讯出身的产品技术人员、知名企业管理人员、经验丰富的技术团队组成，此外思创远大还与西南财经、浙江大学、武汉大学、厦门大学、福州船政学院等国内著名高校建立了亲密的合作关系。 2、经验丰富的内容制作团队 拥有来自于央视、香港卫视、百度、知名影视剧组等擅长影视广告制作、策划、导演、拍摄、剪辑、特效、动画等技术运作的专业人才。 3、资深实战的行业运营精英 汇聚行业20多名实战运营精英，从活动策划、平台运营维护，到线上线下培训活动支持，全方位解决企业在培训过程中遇到的难题。
208,升学教育,深圳市德久生物科技有限公司,1,8,11,A轮,2018,30000000,深创投,升学教育创建于2011年，是一家专注于成人学历提升的互联网教育培训机构，服务涵盖自学考试、成人高考、远程教育、国开大学等，升学集团下辖深圳市升学文化传播有限公司、深圳升学教育培训中心、深圳博学教育培训中心、深圳聚合在线教育科技有限公司、深圳乐学影视传媒有限公司等。
249,校管家,深圳市校管家教育科技有限公司,1,8,12,A轮,2018,86000000,达晨创投，思齐教育，好未来,校管家是一家专注于为教育培训学校提供信息化解决方案的软件服务商，致力于帮助学校打通人、财、物管理信息流，为管理层提供及时精准的决策数据，规范业务流程，帮助中基层提升工作效率，从而提升教育培训学校竞争力。
261,DanceA,深圳奇妙时代教育科技有限公司,1,8,13,天使轮,2019,10000000,睿鼎资本,DanceA（dancea.com）隶属于深圳奇妙时代教育科技有限公司，是一个基于强大国标舞资源（包括国际赛事、考级资质、顶级师资、线下渠道），建立的在线舞蹈艺术教育平台。创始核心成员是由多家B轮互联网企业高管，以及荷花奖金奖、桃李杯冠军、亚运会金牌、国际冠军共同组成。 DanceA以国标舞在线教育切入市场，通过与国际职业冠军等顶级师资签订独家合作协议，录制考级、比赛、主题等专业课程，基于LiveNet实时流视频，以及独立研发的“子弹速度、A-B循环、镜面、多角度镜头切换、动作分解、多语言、投屏”七大针对性播放技术，为全球国标舞爱好者和专业人士提供绝佳的互联网学习体验。
263,小码教育,深圳市小码教育科技有限公司,1,8,14,C轮,2018,130000000,钟鼎创投，涌铧投资，微光创投,小码教育，由赛伯乐合伙人和多融创投及资深IT教育专家联合投资成立，引进欧美先进教育理念和课程平台，致力于中国青少年STEAM教育。旗下小码王立足于少儿编程培训，帮助中国青少年接轨世界最优秀的科学和编程教育，让中国儿童与世界同步！ 小码王实施以成就感驱动发自内在的建构主义教育，以面向未来高层次人才素质模型为导向，锻炼学生抽象逻辑思维、培养解决问题能力及自我学习能力。课程在浙江大学专家教授的指导下研发，实行分层教学模式，低年级采用国际最广泛使用的先进Scratch编程学习平台，高年级学生有C/C++、HTML5、Python、Java等多层级课程解决方案，借助科学的教育理念、雄厚的研发和师资力量、专业的科技教育能力，让中国青少年掌握3时代必备编程技能，给学生一个新的思考方式，成就不一样的未来！
291,乐智机器人,深圳乐智机器人有限公司,1,8,15,Pre-A轮,2018,70000000,安徽德众置业投资有限公司，国是经纬，力合科创集团，创想天使，拼图资本，安徽德众置业投资,乐智机器人是一家机器人创客教育服务提供商，致力于打造集产品、课程、平台、培训、竞赛于一体的STEAM创新教育体系，通过在线学习平台聚合相关资源，开展提高学生科学素养、技能水平与工程实践能力的教育活动。
292,爱莫科技,深圳爱莫科技有限公司,1,8,16,A轮,2018,30000000,亿迅，华泰，亿迅投资，华泰证券，华泰瑞联,深圳爱莫科技有限公司（Shenzhen AiMall Tech. Ltd.，简称AiMall），2018年由剑桥大学博士后杨恒等人创立，核心团队包括多名国内外顶尖高校博士和传统行业高管。 作为一家基于计算机视觉技术的3创业公司，爱莫科技秉承 “Data to Insights by Machine Intelligence”的理念，致力于用最前沿的技术创建教育、快消品新零售等线下场景有价值数据获取方案，深度挖掘数据价值，为客户提供基于大数据的insights，形成数据驱动式市场调研和品牌营销，助力传统行业的升级与革新。 公司团队85%研发人员，多名成员毕业于剑桥、牛津、帝国理工、EPFL、国防科大、上海交大等在计算机行业的国际知名高校，研发人员深度参与过中国第一代无人车、嫦娥登月、天河巨型机、北斗卫星等863/973重大专项和欧盟FP7国际项目，并有在谷歌、BAT、海康、大华等大企业丰富的工作经验，为爱莫的技术领先与产品品质奠定坚实的基础。 坚持专注踏实、精益求精的精神，爱莫目前已实现自身技术的产品化与市场化推广，并成功应用在广电、安防、教育、烟草等行业，技术方案得到国内外多家知名企业（如香奈儿、德国大众、腾讯、京东、解放军报、新奥特、首汽集团等）的高度认可。
